,test,train
0.1,0.00824786642108677,85.33534210006827
0.2,0.013720586131285017,54.240896558926735
0.3,0.037036466888707764,83.68974499679743
0.4,0.04275639620908578,57.27215121863168
0.5,0.04152940345517209,30.935574579728552
0.6,0.0474144410255235,18.274754918384588
0.7,0.047320567779195244,8.447966451935372
0.8,0.06632582528470721,6.557152507502337
0.9,0.07479282989504554,2.243990150251534
