,test,train
0.1,0.006644207197474827,27.333675272018706
0.2,0.012996942184678062,21.684938928643305
0.3,0.023848241142673032,12.808181081263733
0.4,0.02689775026495056,9.547971153312503
0.5,0.03866990507897583,6.788222030843954
0.6,0.05008489316901432,4.487248279577727
0.7,0.056864264940685416,2.595498113548061
0.8,0.05511769700707703,1.66554356735557
0.9,0.06437231723805326,0.44216070010719477
