,test,train
0.1,6.744144032578438,1.7715171241811305
0.2,12.208391681262302,1.5121000610505906
0.3,17.144151885715708,1.0541398303948881
0.4,19.985882475535398,0.8343108853166399
0.5,19.795825604474473,0.5542223260917041
0.6,19.7473241756188,0.36324233384668503
0.7,16.81380928882669,0.19000023785945075
0.8,11.687048326621039,0.09171595957596423
0.9,10.667654097997314,0.025936118503864236
