,test,train
0.1,0.005845496106524184,1.2111650001901613
0.2,0.00830310373325771,1.0531551975292321
0.3,0.012357160234689246,0.9137633875021205
0.4,0.01650388260954383,0.8534430352389903
0.5,0.018183640217351638,0.6575229295214156
0.6,0.02144415085159057,0.508784845537761
0.7,0.023873083370912873,0.3571931356018663
0.8,0.028059649052906366,0.27870061316434924
0.9,0.06139370681000589,0.3040494081155982
