,0,1,2,3,4
50,0.5277777777777778,0.6416666666666666,0.6416666666666666,0.6416666666666666,0.6416666666666666
100,0.5575684380032206,0.5953525641025639,0.5953525641025639,0.5953525641025639,0.5953525641025639
182,0.602432465468769,0.5941766340461518,0.5941766340461518,0.5941766340461518,0.5941766340461518
364,0.7589202090697605,0.7225274725274725,0.7341007281186742,0.7305205595335208,0.7246140366778452
546,0.7613168171996835,0.7562237461919397,0.7902766394819224,0.7940789208507437,0.7334909779790136
728,0.8256726668930903,0.848960338125967,0.8063186813186813,0.8679937495753788,0.8394629768024698
910,0.8250483091787439,0.8064492753623189,0.8567874396135265,0.8866595172190581,0.8546826466482135
1092,0.8461316552168312,0.8653660369257192,0.8764289931300987,0.8763736263736264,0.8653925498549219
1274,0.84729644455838,0.8629537970065666,0.8986684348563428,0.8752267752558617,0.8341047557080326
