,test,train
0.1,0.008412672827891043,3.2038905782048657
0.2,0.009125626551097277,2.744162200895992
0.3,0.014646339335788738,2.746333661135088
0.4,0.017739326974101743,2.050790557619157
0.5,0.01928174590956999,1.8124992076615065
0.6,0.024686550891674486,1.5711513930970877
0.7,0.02784292560952828,1.0241806616282982
0.8,0.034243511426879536,0.7059099094530676
0.9,0.06760322585903111,0.38166598148252007
