,test,train
0.1,0.010242680819429584,2.3215395320511827
0.2,0.0198793863830371,2.0232109288486884
0.3,0.026839984399440908,1.756252588609251
0.4,0.032160484901022635,1.5330581211444585
0.5,0.03893117291513448,1.2336376298174558
0.6,0.03836068779890667,0.9541954441987404
0.7,0.05616390101573643,0.745491525218954
0.8,0.06531846925742002,0.5034087523970001
0.9,0.16656730686096033,0.5142430613945432
